movies,full_situation
"['Ice Age', 'Turtle Diary', 'American Beauty', 'Good Will Hunting']","RECOMMEND Ice Age Why did you recommend this movie? Why did you accept the movie? You enjoy feel-good dramas. Let's try a drama movie.  Do you have any good ones? You enjoy dramas with Robin Williams. It is a genre that you enjoy. Why did you recommend this movie? I have a great drama movie about a man who finds himself attracted to his daughter's friend. It is a very highly rated movie. Why did you recommend this movie? ACCEPT. Interesting.  Is it funny? Great! I have another feel-good drama I think you might like about a Janitor at a college who is able to solve an unsolvable math problem. Does that sound good? I have an animation movie I think you might like about animals surviving really bad weather (or so they think). ACCEPT. ACCEPT. ACCEPT. Haha. Me, too! I think I'd like to recommend the movie I mentioned previously about the janitor. Does that interest you at all? That one sounds good! Why did you accept the movie? Classic movie.  Always good to watch! Why did you recommend this movie? Why did you accept the movie? We'll give it a shot! Great! I also think you might enjoy a drama-romance movie about a couple attempting to save turtles. It is one of my favorite animated movies! RECOMMEND Turtle Diary It sounds like a movie right up my alley. I love robin williams movies if that's what you're asking :). RECOMMEND American Beauty Why did you accept the movie? RECOMMEND Good Will Hunting I love turtles. Hello!  I am in the mood for a good comedy-drama after a stressful day at work.  Do you know of any It is a funny comedy drama."
"['Meet the Parents', 'Mean Girls', 'Monty Python and the Holy Grail']","Looks like I like Blazing Saddles, Gone Girl, Alien, office Space and Zoolander. Brit comedy Ohh that is a good one, but lets try another one. comedies RECOMMEND Monty Python and the Holy Grail RECOMMEND Mean Girls RECOMMEND Meet the Parents I think we could find one a little better. Why did you recommend this movie? Why did you recommend this movie? Why did you recommend this movie?"
"['Shrek', 'Finding Nemo']","Why did you recommend this movie? ACCEPT. Why did you recommend this movie? Yes, do you like animated films? Comedies? I can recommend lots of animated films if youtell me what you like Yes I like both computer-animated films and comedy. Hello, I am looking for a movie reccomendation, do you think you can help me? I like this movie. I liked monsters inc, and Toy story in the past so I think this would be a good fit I have already seen this movie. What other movies do you suggest? Why did you accept the movie? Why did you reject the movie? It is a computer animated comedy RECOMMEND Shrek RECOMMEND Finding Nemo REJECT. This may be a better family film the other may enjoy!"
['Spider-Man 2'],"exactly the type of movie i like. RECOMMEND Spider-Man 2 i like supero hero movies .. like xmen.. spiderman and batman! Why did you accept the movie? Why did you recommend this movie? They like superhero movies, and this is the only superhero movie in my list. ACCEPT."
"['Taking Lives', 'Inglourious Basterds', 'Jurassic Park']","90's and 2000's. Looks like a good movie. Looks interesting. What decade of movies do you prefer? Why did you recommend this movie? I think the war film. Looks exciting. Can you help me find a movie? thriller from the 90s Why did you recommend this movie? Why did you accept the movie? It sounds good. Why did you recommend this movie? Only thing close to a thriller ACCEPT. I like thrillers, comedies and epic movies ACCEPT. RECOMMEND Taking Lives ACCEPT. RECOMMEND Inglourious Basterds Why did you accept the movie? Might be interested in war film Yes. What genre of movies do you like? RECOMMEND Jurassic Park My only other options are a war film, a film that is directed by Gary Winick, and a western. Would any of these interest you? I have a thriller from 1999. It is based on a novel and it is about a serial killer who assumes the identities of his victims. Would this interest you? Why did you accept the movie?"
['Forrest Gump'],"Why did you accept the movie? I am going to try to recommend a good movie for you. Do you like comedy? I do have a liking for a good war film. I do also like dramas, more the realistic the better. RECOMMEND Forrest Gump I do like comedy of all forms but really like the dark or funny crime or satire movies. I accdepted because it is a comedy, drama and a war movie, all of which I stated I like. Good job! I have a recommendation for you based on your interests that I think you will enjoy ACCEPT. Hey there!! I usually like non-traditioal movies that really have a good twist or turn in it. Do you like war films or epic rom com or drama? Recommend away! Why did you recommend this movie? comedy drama realistic as requested"
"['Pulp Fiction', 'Forrest Gump']","fits the bill for a 90s dark crime comedy Why did you recommend this movie? RECOMMEND Forrest Gump Okay I have a dark comedy crime film for your consideration. Thank you. Do you like movies from the 90's? this is an epic movie and has some history in it. that sounds good. ACCEPT. Hmmm... that gives us lots of options. Do you have any particular stars or directors you like? I like Spielberg, Clint Eastwood and Christopher Nolan as directors. For stars, Christopher Bale, Katie Homes, Clint Eastwood, Hilary Swank, Morgan Freeman and Liam Neeson are some of my favorites. Why did you accept the movie? Why did you accept the movie? yes, i like movies from the 90s and early 2000s. Okay I will search for a film involving those people. wow, cool. i like superhero films, epic war, sports drama, dark comedy crime and historical drama Okay I have one that is sort-of a historical drama in a way. It has strong history elements, and some war. i like dark comedy crime from this era. I can. I am an expert with a PHD in movie recommendation. I will try to narrow the choice down with questions. Question 1: What is your favorite genre? okay, i would love to see it. Why did you recommend this movie? hi can you help recommend a movie? RECOMMEND Pulp Fiction ACCEPT."
"[""Mr. Holland's Opus"", 'Cleanskin', 'Crimson Tide']","RECOMMEND Cleanskin Yes I like drama films once in a while. I also mess with sports and epic movies sometimes. Anything else that might interest you, such as romance or drama? I'm not into ocean movies at the moment. Why did you recommend this movie? Hello, can you recommend any thriller movies? Why did you recommend this movie? ACCEPT. REJECT. ACCEPT. RECOMMEND Mr. Holland's Opus Why did you accept the movie? I love thriller films once in a while! RECOMMEND Crimson Tide You mentioned that you can dig some drama films once a while, why not give this one a try. I like American Drama films once in a while so I can dig this recommendation. This film is another thriller film and has great actors like Denzel Washington. Why did you accept the movie? Why did you reject the movie? Why did you recommend this movie? You are looking for thriller movies, or are you interested in something else?"
['Donnie Darko'],"It is a series in black-and-white that is shown chronologically, and a series of color sequences shown in reverse order RECOMMEND Donnie Darko what kind of neo-noir mystery-psychological thriller film? because its a neo-noir mystery-psychological thriller film I like mainly romantic film but I like also superhero film, comedy film and neo-noir mystery-psychological thriller film. So memento then, any others or just that one and what kind of Superhero movies? Hi, could you recommend a movie? REJECT. I liked Christopher Nolan, Jay Chandrasekhar, Christopher Nolan and Steven Shainberg. Any specific directors or actors? It is  inspired from a classic comic book. Sure tell me what you like. Why did you reject the movie? Why did you recommend this movie? It is not the kind of movie that I like."
"['Space Cowboys', 'Die Hard']",I like action too. Why did you recommend this movie? ACCEPT. Also I like horror. RECOMMEND Die Hard Why did you accept the movie? It fit the seeker's like profile. It fit the seeker's like profile. I like sci-fi movies. Got any recommendations? I like Sci-fi Why did you accept the movie? RECOMMEND Space Cowboys ACCEPT. Why did you recommend this movie? It fit the seeker's like profile.
"['Black Dynamite', 'Trainspotting', 'Save the Tiger', 'Fargo', 'Donnie Darko']","RECOMMEND Fargo Do you prefer an action comedy or a fantasy drama? Why did you recommend this movie? ya only got two left! u choose ACCEPT. ok. This is a classic drama. Hello!  Have any good movies today? Why did you recommend this movie? nope  any time is good. it is one of my favorite movies. sounds like a good drama. ACCEPT. Is there a time period/decade you generally prefer? Why did you recommend this movie? Sure. What are in the mood for? RECOMMEND Black Dynamite Here's another that blends comedy and drama Why did you recommend this movie? It is a drama, but with a quirky edge RECOMMEND Donnie Darko Why did you accept the movie? Why did you accept the movie? This has comedy and drama, and might be a good match it is just the right amount of weird. RECOMMEND Trainspotting Why did you accept the movie? Sorry that took a minute, but we got there I like action! Why did you recommend this movie? ACCEPT. For anyone who likes comedy, this has plenty Why did you accept the movie? ACCEPT. Why did you accept the movie? how about comedy or drama. ACCEPT. RECOMMEND Save the Tiger good flick."
['American History X'],RECOMMEND American History X ACCEPT. i might enjoy an american drama. Why did you accept the movie? i am heavy on the drama and war. sounds like a drama they might like Why did you recommend this movie? Tom Hanks Harrison Ford. Do you have any favorite actors? do you have a favorite decade? anything 1989 or after 2000.
"['Pulp Fiction', 'Sin City']","Why did you recommend this movie? RECOMMEND Pulp Fiction I love sin city, very strange but cool film ACCEPT. Thats fair, just keep throwing out recommendations Thats a great one, i love it and i love comedys and crime films I picked it because of the dark comic aspect. Why did you recommend this movie? Great! Let's see if we can find you a movie. I love comedys, horror, science fiction, mystery thrillers, crime films, and horror. Why did you accept the movie? ACCEPT. You said you liked crime and comedy :) Why did you accept the movie? RECOMMEND Sin City"
"[""Who's Afraid of Virginia Woolf?"", 'Lawrence of Arabia']","because he like drama ACCEPT. thought you would like it too RECOMMEND Lawrence of Arabia Let's give it a try, if not I do like films by Stanley Kubrick or Bob Fosse too. I do enjoy black dramas, and it fits the generation of movie I enjoy. How about something a little more action packed or with some social commentary? I like Stalag 17 and Paths of Glory, both showed the dark side of war. Why did you recommend this movie? I have comedy drama from 1966. you want to see it? This doesn't seem to match what I'm interested in. I like the classical war films of the 50s and 60s, or maybe a drama from the 60s like To Kill A Mockingbird, do you have any suggestions for those categories? thats good. Why did you reject the movie? Why did you accept the movie? REJECT. RECOMMEND Who's Afraid of Virginia Woolf? Why did you recommend this movie?"
"['Beetlejuice', 'Die Hard']","Why did you recommend this movie? It fits with the style of movies I like. Why did you recommend this movie? RECOMMEND Die Hard Sure! What are your favorite genres? It fits with the style of movies I like. ACCEPT. ACCEPT. Hello, please help recommend a movie. It's an 80s fantasy with supernatural elements Why did you accept the movie? 70s, but also mid 60s. No later than 89 though. fantasy, musicals, horror, adventure, action Maybe an action and adventure RECOMMEND Beetlejuice Why did you accept the movie? Okay, great. Do you have a specific decade that you're partial to?"
['Harry Potter and the Goblet of Fire'],"I like fantacy and comedy. Why did you accept the movie? Hello, I am looking for A movie recommendation. I tend to like popular, well known movies. ACCEPT. Why did you recommend this movie? any action at all yes I like action as well. I love harry potter!! sure thing. what genre are you interested in? RECOMMEND Harry Potter and the Goblet of Fire I think you will find this movie interesting"
"['Get Shorty', 'Apollo 13']","ACCEPT. Why did you recommend this movie? HI, alright. Do you think you'd prefer a space movie, or a crime movie? Alright, no problem. Enjoy the movie! That sounds good. I would like to see and action packed movie tonight. Thank you, i will go with the 1st recommendation. Thank you for your help! I think it MAY be what the seeker is looking for Probably space movie. The seeker asked for another recommendation, this is close to their preferences It is more in line with what I wanted to watch. RECOMMEND Apollo 13 Great, I'm glad I could help Why did you accept the movie? RECOMMEND Get Shorty any other recommendations? Why did you recommend this movie?"
['As Good as It Gets'],Because a lot of the comedies I like are mixed genres and 1997 us is between two of the years for a couple other of my favorite movies that are mixed genre comedies. ACCEPT. 1997 should be good. Seeker likes comedies Why did you recommend this movie? I have 2 comedies and 3 dramas to offer.  What are some of your years? I have one comedy from 2014 that was directed by Woody Allen.  My other comedy is from 1997  and stars Jack Nicholson. It's more of a romantic comedy. I like movies from the early 2000s quite a bit. I really enjoy comedies. RECOMMEND As Good as It Gets Why did you accept the movie?
['Indiana Jones and the Last Crusade'],"I mostly watch American films. I enjoy big box office hits like V for Vendetta, Back to the Future and Groundhog Day. ACCEPT. Why did you accept the movie? Great! Do you have a preference? What kind of directors do you like? Big name actors or indie films? Any time zone? I love fantasy films like Groundhog day. This movie sounds like it could be interesting! Do you like movies from the 90s or 00s better? Kind of all over the place! I've seen recently a few from the 60s, 80s, 90s and 2000s equally. I'm not particular! RECOMMEND Indiana Jones and the Last Crusade Why did you recommend this movie? This is similar theme to their interests. Hey there, I'm looking for something good to watch tonight. I love a lot of varieties of comedy films, as well as science fiction, fantasy and thriller. Do you have any recommendations?"
['Toy Story 2'],Why did you recommend this movie? I really enjoyed the original Toy Story film so it would be very suitable for me to watch the second one as well. RECOMMEND Toy Story 2
"[""Schindler's List""]",I need a movie that is a documentary or about war something cool. Why did you recommend this movie? You might enjoy this film. sounds like something I would like. Do you think you'd enjoy a historical drama from the early 90s that was directed by Steven Spielberg? RECOMMEND Schindler's List I think I might please send. Why did you accept the movie? I'd love to help you find something! In what era were most of the movies made that you've enjoyed? 90s - 2000s. ACCEPT.
"['Memento', 'Good Will Hunting']","It could be, but I'm not sure I'm interested in any of those categories. I'd be willing to try it, or maybe a movie with Kevin Smith, Matt Damon, Ben Afleck, or Kevin Spacey? Pre-2000, Drama and an American drama. RECOMMEND Memento Unfortunately I don't have anything like those either.  I have a movie from 2000 that was directed by Christopher Nolan.  It's an American neo-noir mystery psychological thriller.  Would this be anything you could be interested in? The only movie I had with Matt Damon or Ben Affleck you sadly weren't interested in.  Considering Kevin Smith though you perhaps could be interested in a neo-noir comic film directed by Frank Miller from 2005? Why did you recommend this movie? 2000 American movie Why did you recommend this movie? I don't have anything with any of those actors.  I do have an American Drama from 1997 starring Matt Damon, Robin Williams and Ben Affleck.  Do you think this would appeal to you? ACCEPT. Why did you accept the movie? I enjoy comedy and drama. I like big name actors like Jake Gyllenhaal and Nicolas Cage. No particular preference for directors. Why did you accept the movie? Hi there! I'm looking for a great movie to watch. I really like late-90s, early 2000s films. I don't mind the occasional animated movie or supernatural/fantasy film. I enjoy American drama films and big name actors--This seems right up my alley. RECOMMEND Good Will Hunting ACCEPT. Are there any genres you are really into?  Any actors or directors? I enjoy American films from this time period. I could be interested in that, but looking back at the Christopher Nolan movie, I think it might be a better bet. I do like American films. Hm, seems you're looking for something else.  Do you enjoy anything other than comedies and dramas? I'd be willing to give it a shot. All of my favorite movies are American. :)"
['Lost in Translation'],"Doesn't sound like it would interest me. What other types of movies do you like? yes. what are you offering? I really like musicals. Why did you recommend this movie? I like comedy and drama. Sci Fi and true movies. RECOMMEND Lost in Translation Great. I am guessing you came here to get a movie recommendation? This is a good one Why did you reject the movie? REJECT. Awesome! Wha tare some titles to movies you like? Cinderella Man, Star Wars, Wolverine....there are just so many. I don't like Harry Potter but I love Lord of the Rings."
['Reservoir Dogs'],"Hello, I have really enjoyed crime type movies with dark comedy like Pulp Fiction and Fight Club in the past. You have any recommendations like that? It matches the style of comedy I have enjoyed in the past and is by a director of a one of the movies I liked. It is a crime film with Quentin Tarantino in it. Quentin Tarantino directed some great movies. I particularly liked Pulp Fiction. I do have a few. Do you have any particular actors/actresses that you prefer to watch? Why did you accept the movie? RECOMMEND Reservoir Dogs Why did you recommend this movie? ACCEPT. So would Quentin Tarantino be an actor you would be interested in watching? I don't have a particular favorite actor, but I did enjoy Woody Harrelson in Natural Born Killers, and Robert De Niro in Taxi Driver."
['Die Hard'],"It looks like an interesting action film. RECOMMEND Die Hard You as well. Thanks for the recommendation. I know I'll like it. have a good day Yes, I sure do and some action as well. Hello, hope you are well today. I am looking for a good movie to go with my bowl of popcorn. What can you recommend? Why did you recommend this movie? ACCEPT. Do you enjoy thrillers? it has action Why did you accept the movie?"
"['Sleuth', 'Eternal Sunshine of the Spotless Mind', 'Minority Report', 'District 9']","ACCEPT. Why did you accept the movie? Action thriller as requested Thriller as requested I'm not really familiar with him. RECOMMEND Eternal Sunshine of the Spotless Mind Why did you accept the movie? RECOMMEND District 9 ok. thriller as requested Why did you recommend this movie? Awesome. I like films that get the adrenaline going. Ok. I like action. Seems really sad. Ok I have another thriller to recommend based on your preferences Help me find a movie please. I really like thrillers. Nolan is awesome. Ok I think I have just the right movie for you its a action thriller Why did you recommend this movie? ACCEPT. Why did you accept the movie? Why did you recommend this movie? RECOMMEND Minority Report Maybe a film that leans more towards Nolan type films. Dark. RECOMMEND Sleuth Why did you recommend this movie? Not a fan of westerns. I do like supernatural films from time to time. Kind of dark subject matter ACCEPT. I like action ones. Fits all the genres I like. Do you like or dislike romantic comedy or drama? Ok and how do you feel about Sci Fi? I will be glad to help you with a movie recommendation, do you like Sci Fi,, westerns, dramas? Most of the films I like are American, but I can try this one out. Why did you accept the movie? Ok I have another recommendation based on your preferences ok. I have one I would like to suggest ACCEPT. Do you like Spielberg movies?"
"['Monty Python and the Holy Grail', 'Jaws', 'Frankie and Johnny', 'Die Hard', 'Apocalypse Now']","RECOMMEND Frankie and Johnny RECOMMEND Apocalypse Now Action thriller kind of movie Why did you accept the movie? worth a look. ACCEPT. Why did you accept the movie? i like sci fi movies as well if you have anything like that, not really into war movies Why did you accept the movie? looking for a movie to watch, i like thrillers and comedies ACCEPT. Why did you recommend this movie? sounds interesting. RECOMMEND Jaws RECOMMEND Die Hard ok then...dont have any war movies on my list but Last movie I have! The ""Done"" button has not shown comedy. Why did you recommend this movie? Why did you accept the movie? Why did you accept the movie? Why did you recommend this movie? thriller. Do you like Steven Spielberg or any other actors in particular? How about Monty Python? War movies? Seeker likes thrillers and sci-fi Why did you recommend this movie? ACCEPT. Seeker likes comedy ACCEPT. RECOMMEND Monty Python and the Holy Grail Why did you recommend this movie? it was the last choice correct? The last film I have that's not a war movie ACCEPT."
['Saving Private Ryan'],"OK, what actors do you like? I am a Spielberg fan. Why did you accept the movie? i am into romance comedy and spielberg alien movies. Has a lot of the actors they like in it Do you like war movies? ACCEPT. i have a drama that has a little bit of war in it other than that not really. Tom Hanks Sally Field Ben Stiller Matt Dillion Cameron Diaz. Why did you recommend this movie? RECOMMEND Saving Private Ryan"
"['Escape from the Planet of the Apes', 'Predator']","sure!   sounds interesting it is one of my favorite movies. Do you think you'd be interested in a movie where humans aren't the one in control of the planet? ACCEPT. Gunfight! Why did you recommend this movie? Why did you accept the movie? Hi!  have any good movies? RECOMMEND Predator for old times..I remember it well I like action adventer and sifi. It is a science fiction movie, which is what the seeker prefers RECOMMEND Escape from the Planet of the Apes Why did you accept the movie? It involves action and science fiction ACCEPT. Can you start off by telling me what your favorite genres, actors, or directors are? Why did you recommend this movie? If you had to choose, would you prefer to watch marital arts or a gunfight?"
"['Reservoir Dogs', 'John Wick']","The seeker likes action thrillers and liked Keanu Reeves in some films. Do you prefer drama or action thriller when selecting a movie? I have a crime film starring Harvey Keitel. I love crime films! Why did you recommend this movie? Hi, I am a movie buff. I love crime drama, sci-fi thriller, superhero, and movies with musical fantasies. Do you also like psychological dramas? Yes, I like those too Not really, do you know any space and sci-fi movies that you recommend? RECOMMEND John Wick Why did you accept the movie? ACCEPT. Not a fan, what else you got? Do you like action thrillers? Why did you accept the movie? Do you like Jared Leto films? Yes! Why did you recommend this movie? Are you a fan of films with Keanu Reeves? You too. RECOMMEND Reservoir Dogs Do you like Quentin Tarantino movies? What do you think of war movies? Depends on what movie he is in. No, do you know any Brad Pitt or sci-fi movies? Any crime films? Or animated movies? What about superhero movies? Sounds good, can I see it ? I hope you enjoy it. Have a great night. I love Keanu Reeves and love action thrillers too. It's a crime film. It fits what the seek has been requesting. I don't have any sci-fi or Brad Pitt movies to recommend at this time. Action thrillers for sure. ACCEPT."
"['Shrek', 'Cars']","Hello, do you happen to like animated comedies? RECOMMEND Shrek It's animated and similar to others on my list. What about animated movies by dreamworks or pixar in the early to mid 2000s? Why did you recommend this movie? ACCEPT. ACCEPT. Why did you accept the movie? Shrek takes comedy to a whole new level. Playing against the knight in shining armor stereotype. It is created by dreamworks which is well known for making quality movies. It is an animated comedy made by pixar. It is very well done and highly well regarded. It is entertaining watching the personalities that they gave each of the cars. There is another animated movie that I can recommend that might fit your tastes a little better. Hi, I am looking for a comedy or musical fantasy film. I absolutely love animated movies. I can't believe I didn't like that one. What is the other one you have? I do! It is animated and similar to others on my list. RECOMMEND Cars I love Pixar, I love Blue Sky Studios. I love Walt Disney Why did you accept the movie? Why did you recommend this movie?"
['Trainspotting'],"I like black comedy crime, drama, neo-noir, epic romantic drama and psychological drama hi, could you give me some movie recommendations? ACCEPT. RECOMMEND Trainspotting Why did you recommend this movie? sure! what are you favorite genres? I like a neo noir with Harison Ford and an American drama with Kevin Spacey. Why did you accept the movie? any favorite actors? I like a combination of these genres. he likes black comedies"
"['Braveheart', 'Good Will Hunting']","Why did you recommend this movie? RECOMMEND Good Will Hunting christian bale, michael j fox, tom hanks How about Matt Damon or Kevin Bacon or Gus Vant Sant movies ACCEPT. matt damon would be good .. i also like war movies. and crime / dramas RECOMMEND Braveheart Any particular actors or directors Any Mel Gibson movies? Why did you recommend this movie? i am looking for a movie.. i like comedy / drama. also like movies that go to the future and back, maybe a man that dresses like a bat or even someone that likes a box of chocolates i think i will like it. i dont know, if its action maybe Why did you accept the movie? Their interest in Matt Damon an epic mel gilbson movie. They said the liked Gibson"
"['Before Sunset', 'Cold Souls', 'Broken Flowers']","RECOMMEND Before Sunset Hi! Do you have any favorite actors/actresses or directors? Why did you accept the movie? Because they said they may like a drama with some romantic elements. Why did you recommend this movie? Why did you recommend this movie? Would you say you like romantic comedies or would you prefer another comedy-drama? Again, it's a comedy drama from before 2010. I don't think I'm into musicals.  Maybe I need a drama-comedy with some romantic elements.  Which one of these movies fits that description more closely? It's a comedic drama featuring an actor I enjoy.  On a second look though, maybe I would enjoy a film more with coming of age elements. Thanks for your patience. Ok, I've got a romantic drama for you! ACCEPT. Because they prefer comedy dramas It seems that romantic drama is what I'm looking for. RECOMMEND Broken Flowers ACCEPT. I would definitely prefer a comedy-drama.  Maybe one featuring a young protagonist would suit me best. Would you prefer a drama that is also a musical set in Ireland, or a drama staring Kate Winslet and Jennifer Connelly? Why did you accept the movie? Hello!  I enjoy comedic dramas from the late 90's and early 2000's. RECOMMEND Cold Souls Bill Murray and Matt Damon are two of my favorite actors.  I also enjoy Natalie Portman. Why did you recommend this movie? Because they like comedy dramas Why did you accept the movie? ACCEPT."
"['When a Man Loves a Woman', 'Dances with Wolves', 'Babe']","Have you ever seen ""When a man loves a Woman'? It is a great drama! It is a good movie and I think this fits what the other is looking for You should watch that. its a comedy drama. RECOMMEND Babe ACCEPT. its a good movie. Why did you accept the movie? because it is funny and its good to watch. no. Based on your interest I think You would like this its a comedy and a drama with  a talking pig Why did you accept the movie? Do you like movies with Liam Neeson? RECOMMEND Dances with Wolves I dont like western movie. Hi i am looking for a comedy drama. Because it is a drama and they like drama movies. no. Do you have Forrest Gump? No I have never seen that movie REJECT. Why did you recommend this movie? Why did you reject the movie? Why did you recommend this movie? RECOMMEND When a Man Loves a Woman ACCEPT. Why did you recommend this movie?"
['Apollo 13'],Why did you recommend this movie? Do you like documentaries or based on true events? american drama RECOMMEND Apollo 13 Why did you accept the movie? Great drama movie and matches what I liked. ACCEPT. Yes do you have any recommendations. Looking for a good American drama or maybe a comedy.
['American History X'],"It's a drama, and I've heard it was a pretty important for everyone to see. I'd like to see it Why did you accept the movie? I'm sure I can help. Do you like any particular actors or directors? Not really. I like people like Brad Pitt, Anthony Hopkins..just famous ones, I'd say It's a drama from the nineties. RECOMMEND American History X Hi there! I'm hoping you can be of service. I like dramas a lot. I prefer newer movies Why did you recommend this movie? yes, 90s and 2000s are best, but older is okay if it was huge Do you like nineties movies? ACCEPT."
"['Full Metal Jacket', 'Goodfellas (styled as GoodFellas)', 'Fight Club']","RECOMMEND Fight Club because i liked a similar movie taxi driver. I havent watched any movies in the past with them in particular but I am aware of them and the actors I do like are similar. I like movies all the way from "" gone girl "" with ben affleck to "" saving private ryan "" Why did you recommend this movie? RECOMMEND Goodfellas (styled as GoodFellas) Why did you accept the movie? Why did you accept the movie? Why did you recommend this movie? RECOMMEND Full Metal Jacket because i enjoy these types of movies based on my likes. This is a war film that should be quite suspenseful. ACCEPT. because i like private ryan and taxi driver. ACCEPT. You know what? This might be even better, since you like Gone Girl, you may like something else from Fincher as well. How do you feel about nicolas cage and Ridley Scott? I have a great, classic war film from the 80s about Vietnam from Stanley Kubrick. Does that sound interesting? This is THE mob movie in my eyes. Nothing says crime and suspense like a Scorsese crime movie I mean it sounds great to me honestly. Why did you accept the movie? ACCEPT. Why did you recommend this movie? I am really into movies with some sort of suspense rather it be from a war film, mystery thriller film, crime film. Thats my thing."
"['Gone Girl', 'Inception']","Why did you accept the movie? RECOMMEND Gone Girl RECOMMEND Inception I have another recommendation that is a thriller. Would you like to hear it? Why did you accept the movie? It is a thriller that the seeker would definitely like, Why did you recommend this movie? I accepted the movie because it has a well known cast and it is a science fiction thriller that I think might be like Coherence which is a movie I like. Hi there. I really like thriller films, is there anything you recommend ? I do think this movie sounds interesting, I like crime thriller movies too and a mystery movie sounds right up that alley. It also has some recognizable actors like Ben Affleck. ACCEPT. ACCEPT. Because the seeker really likes thriller films and this fits the category perfectly. Why did you recommend this movie? I will give it a shot. :) Thank you"
['Fight Club'],"ACCEPT. It has a lot of the similarities in the likes of the seeker RECOMMEND Fight Club Hi there. I like 90s films a lot. I like epic movies, war movies, mystery, thrillers, dramas and crime films. I like movies directed by Steven Spielberg and Quentin Tarantino. Why did you accept the movie? I think it seems interesting and has Brad Pitt in it. Why did you recommend this movie?"
['Jurassic Park'],"Why did you accept the movie? Ok, I have one I think you will like I like action movies from the mid 90's. RECOMMEND Jurassic Park Hey there.  Hoping to get a good recommendation. It's an action sci-fi movie I think you will like Sure, what genres do you like? I do.  I like the Alien movie a ton. Do you like Sci-fi? Let's have it. Why did you recommend this movie? ACCEPT. I like fantasy and comedy a lot, but that doesn't rule out action or horror.  I love those as well.  I really enjoy mid 90's movies, too."
"['Vertigo', 'Taxi Driver', 'Election', 'I Confess']","I love Hitchcock films so I think this will fit right in. RECOMMEND Vertigo Why did you accept the movie? Why did you reject the movie? Why did you accept the movie? RECOMMEND Election Why did you recommend this movie? ACCEPT. Why did you accept the movie? Why did you accept the movie? Why did you recommend this movie? RECOMMEND Taxi Driver RECOMMEND I Confess comedy seems right for seeker Comedy dramas are good, do you have anything related to comedy at all? do you like drama movie? seeker said seeker likes crime thriller ACCEPT. Why did you recommend this movie? Why did you recommend this movie? another hitchcock movie REJECT. RECOMMEND Taxi Driver I love Hitchcock films, any of them are great. It seems like a nice comedy movie that I would enjoy because I do enjoy comedies. You recommended this already, perhaps we can try a drama instead ACCEPT. ACCEPT. Hello, I typically like comedy-dramas or adventure comedies like Pee-Wee's Big Adventure, I don't mind a Hitchock crime thriller like Strangers On A Train either though, can you help me find a movie? taxi driver seems good It seems similar to a Hitchcock film which I enjoy, and it's a psychological thriller which is good too. it is Hitchcock movie Why did you recommend this movie?"
"['Rosewood', 'Fried Green Tomatoes']",This is a drama from the 90s Probably.. I also have a thing for movies that were books too.. Do you think youd ike a comedy-drama ? or an action thriller from the 90s? RECOMMEND Rosewood It is a drama based on a book I like dramas.. romantic..American.. legal.. just bout any kinda drama.. I love 90's flicks.. and really old classic movies... ACCEPT. RECOMMEND Fried Green Tomatoes Why did you recommend this movie? Why did you accept the movie? Why did you accept the movie? Why did you recommend this movie? ACCEPT. What genre do you prefer? I have a few movies from the 90s I love this movie.. Bates is scary! It looked like a really good film.
"['Dead Man Walking', 'Raging Bull', 'Clueless', 'Heathers', 'Clerks']","RECOMMEND Clueless Why did you recommend this movie? They said they enjoyed comedies, I love this one but its a little dark REJECT. ACCEPT. Why did you recommend this movie? RECOMMEND Clerks Why did you accept the movie? Why did you recommend this movie? Why did you accept the movie? It is early 90s and has great actors and actresses. its a great comedy It is a comedy film and is funny I have seen it before and I like kevin Smith films. It is a classic! This is a great comedy written by kevin smith. It is also from the early 90s yes. Woudl you rather have an awkward type comedy or a dark comedy? I might. Maybe you would like a movie from 95, an american comedy Why did you reject the movie? Why did you accept the movie? I watched it when I was younger but a different type of comedy then I like. ACCEPT. Do you like movies written by kevin smith? RECOMMEND Raging Bull RECOMMEND Dead Man Walking I like comedy and black comedy films from 1993-995. ACCEPT. Why did you recommend this movie? Why did you reject the movie? Even though they don't like crime dramas this is a great movie starring Sean Penn who is  agreat actor RECOMMEND Heathers REJECT. Not sports drama fan. awkward. It is a dark comedy like the plot. Why did you recommend this movie?"
